更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/05/26,金田集团,民企,机械/制造业,市场类暑期训练营;材料类暑期夏令营,宁波,2026-06-19,2027届,"本科, 硕士, 博士",暑期实习,金田招聘,https://mp.weixin.qq.com/s/elUS7zYP8Am1mQS7zzXvLQ,https://wecruit.hotjob.cn/SU663c2abe1eb8053acd9c0e34/mc/position/campus?projectId=203301,"外销岗要求国贸、英语、小语种、材料类相关专业优先,营销岗位专业不限；材料类要求金属材料等相关专业优先,有铜合金/磁性材料相关课题经验者优先",/,,,,
2026/05/26,万兴科技-AI漫剧团队,民企,IT/互联网/游戏,AI美学评测;测试开发;测试;产品GTM;产品VOC;产品创意;创意策划;商务拓展(漫剧);用户运营,"杭州, 深圳, 长沙",尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",万兴人,https://mp.weixin.qq.com/s/F2dWM8myHIi8NSijHUZ4tg,https://bsurl.cn/v2/MT2lWvrc,不限,/,,,,
2026/05/26,宁波银行-无锡分行,其他,金融业,暑期实习生,无锡,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,在无锡遇见宁波银行,https://mp.weixin.qq.com/s/kaZJFfiy1ftuXG-o673sng,https://zhaopin.nbcb.com.cn,专业不限,/,,,,
2026/05/26,云岫资本,民企,金融业,FA-投资银行部-投资分析师(实习留用);FA-股权资本市场部-分析师(实习留用),"上海, 北京",2026-06-14,2027届,"本科, 硕士, 博士","实习, 暑期实习",云岫资本,https://mp.weixin.qq.com/s/e3GyXoRpsQ6C4tKEPFPvmg,https://mp.weixin.qq.com/s/e3GyXoRpsQ6C4tKEPFPvmg,专业不限,有笔试,,,,
2026/05/26,浙商证券,民企,金融业,行业研究助理;产业研究助理;机构销售助理;专家运营;投资顾问助理;综合运营,"上海, 北京, 广州, 深圳",尽快投递,2027届,"硕士, 博士",暑期实习,浙商证券研究所,https://mp.weixin.qq.com/s/WzSa3XlrzCMl6wJD3DSDYA,https://mp.weixin.qq.com/s/WzSa3XlrzCMl6wJD3DSDYA,"大部分岗位专业不限,部分岗位要求经济/金融/财务/工商管理等相关专业背景",/,,,,
2026/05/26,锐明技术,民企,IT/互联网/游戏,嵌入式开发实习生;Android开发实习生;模块通信实习生;ISP实习生;MCU实习生;软件测试实习生(设备/平台);自动驾驶感知算法实习生;多传感器融合定位算法实习生;自动驾驶预测算法实习生;决策规划控制算法实习生;产品实习生-自动驾驶/摄像机/货运,"成都, 深圳, 重庆",2026-06-30,2027届,"本科, 硕士, 博士","实习, 暑期实习",锐明招聘,https://mp.weixin.qq.com/s/crcIljuYXAPMAXE27dHTOQ,https://streamax.zhiye.com/intern?sessionid=,/,/,,,,
2026/05/26,东风日产-造型中心,合资,汽车制造/维修/零配件,车辆外饰设计 车辆内饰设计 色彩纹理设计 GUI设计；,广州,2026-06-10,2027届,"本科, 硕士, 博士","实习, 暑期实习",东风日产招聘,https://mp.weixin.qq.com/s/EjMaqZGRCdXA0GDm-vlzjQ,https://dongfengnissan1.zhiye.com/intern/jobs?sessionid=,"工业设计,交通工具设计,产品设计,视觉设计等",/,,,,
2026/05/26,舍弗勒,外企,汽车制造/维修/零配件,AI;系统;机械;软件;测试;产品;采购;供应链;质量;工艺;IE;生产,"上海, 南京, 四平, 天津, 芜湖, 银川, 长沙",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,舍弗勒招聘,https://mp.weixin.qq.com/s/3NXl-7qHz9A2ncApjb4EHQ,https://schaeffler.tupu360.com/position/list?type=TECHNOLOGYRUITMENT〈=zh_CN&sessionid=,"机械工程,车辆工程,计算机软件,人工智能,数据科学,电气及自动化,机电一体化,工业工程,材料科学,供应链",/,,,,
2026/05/26,雅迪集团,民企,汽车制造/维修/零配件,校园招聘实习生 培训实习生 人力实习生(新媒体方向) 运维实习生；,无锡,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",雅迪招聘,https://mp.weixin.qq.com/s/eQKQt2hJ0YTnNyZjvRveLA,https://app.mokahr.com/social-recruitment/yadea/144891?locale=zh-CN#/jobs,"人力资源,工商管理,企业管理,新闻传播,影视编导,计算机相关专业优先",/,,,,
2026/05/26,碧桂园,民企,房地产业/建筑业,财务资金类 法务管理类 资产管理类 成本管理类 设计管理类 项目管理类 人力资源类 行政管理类 数字化管理类；,全国多地,尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,碧桂园校招官网,https://wecruit.hotjob.cn/SU5fe5ad319b0d78e6f422f6f8/pb/interns.html,https://wecruit.hotjob.cn/SU5fe5ad319b0d78e6f422f6f8/pb/interns.html,/,/,,,,
2026/05/26,驭鉴数科,民企,IT/互联网/游戏,运营助理,"北京, 杭州",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",驭鉴数字科技有限公司,https://mp.weixin.qq.com/s/jRGw7MCAvAiodXn0Bm1axg,https://mp.weixin.qq.com/s/jRGw7MCAvAiodXn0Bm1axg,"专业不限,电子商务、市场营销、统计学、金融、计算机等相关专业优先",/,,,,
2026/05/26,谷雨,民企,贸易/批发/零售,带货主播实习生;直播场控实习生;剪辑实习生,"广州, 长沙",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",谷雨样,https://mp.weixin.qq.com/s/HPmRaIPNcG_7W7dflCJhDQ,https://grainrain.zhiye.com/intern/jobs,/,/,,,,
2026/05/26,有道领世,民企,教育/培训/科研,实习教师（线上一对一）,"北京, 石家庄",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",领世培优教师招聘,https://mp.weixin.qq.com/s/ySUj68GONxhEqmRnh5zVaw,https://app.mokahr.com/campus-recruitment/lingshi/144566?locale=zh-CN#/jobs?commitment[0]=%E5%AE%9E%E4%B9%A0&page=1&anchorName=jobsList,专业不限,/,,,,
2026/05/26,乔诺咨询,民企,财务/审计/税务,客户顾问 咨询顾问,"上海, 北京, 成都, 深圳",尽快投递,2026届,"本科, 硕士, 博士",春招专场,乔诺咨询,https://mp.weixin.qq.com/s/vBJGKXAskh9WFIdPLVq_OQ,https://www.zhipin.com/kj/9b70e8fe62e40c570a322f1b0b659098/mobile/?sessionid=,/,/,,,,
2026/05/26,黄石市东楚投资集团有限公司,央国企,政府/机构/组织,2026年高校毕业生招聘11个岗位共计16人。（具体岗位及条件见附件1）,黄石,2026-06-01,"2024, 2025, 2026届","本科, 硕士, 博士",春招专场,黄石东楚投资集团,https://mp.weixin.qq.com/s/LwLaneD-Hw0GEPFbZr1z6A,https://mp.weixin.qq.com/s/LwLaneD-Hw0GEPFbZr1z6A,/,有笔试,,,,
2026/05/26,会世资产,民企,金融业,量化研究员实习生;基金运营助理实习生;量化IT开发工程师;市场经理,上海,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习, 秋招提前批",会世资产,https://mp.weixin.qq.com/s/491fgQagZgCbTiQjxSsyyA,https://mp.weixin.qq.com/s/491fgQagZgCbTiQjxSsyyA,"数学,统计,金融数学,计算机,物理,法律,财会,金融,软件工程,信息技术,自动化,经济相关专业",有笔试,,,,
2026/05/26,新华三集团,民企,IT/互联网/游戏,AI算法实习;软件开发实习;软件测试实习;硬件实习;售前产品经理实习生,"乌鲁木齐, 兰州, 北京, 合肥, 广州, 成都, 杭州, 武汉, 沈阳, 西安, 长沙, 香港",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",新华三集团招聘,https://mp.weixin.qq.com/s/GnwIcpmo0AZ7WhjBC8bNLA,https://career.h3c.com/intern/jobs,计算机、通信、电子、自动化、人工智能等理工类专业,/,,,,
2026/05/26,春秋航空,民企,交通/物流/仓储,实习算法工程师;实习开发工程师;财务类实习生;社群运营专员(实习),"上海, 重庆",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,春秋航空招聘,https://mp.weixin.qq.com/s/0nsC9CUW2Rr0FY2f-s9R4A,https://wecruit.hotjob.cn/SU6311b6cf0dcad4076d054b89/pb/school.html?postName=%E5%AE%9E%E4%B9%A0,"计算机相关专业,通信相关专业,财务相关专业,部分岗位专业不限",/,,,,
2026/05/26,中煤航测遥感集团有限公司,央国企,IT/互联网/游戏,强磁场影像算法工程师;自动化工程师;地质灾害工程师;集成架构师;生产技术岗;研发岗;大数据分析研发岗;印刷技术员;印刷机作业员,西安,2026-05-28,2026届,"本科, 硕士, 博士",春招补招,西安航天基地科创人才,https://mp.weixin.qq.com/s/KmtCdK1iPlByECLY6japSQ,http://124.114.202.110:33204/#/HomeView/Content/Rczp,"人工智能,自动化,地质工程,城乡规划,地理信息系统,大数据分析,印刷,机械制造及其自动化",/,,,,
2026/05/26,江腾电力集团,央国企,能源/化工/环保,电力施工类 电力设计类 信息科技类 监理造价类 综合能源类 电力服务类；具体见投递方式链接；,"西安, 全国多地",2026-06-09,2026届,"本科, 硕士, 博士",春招专场,广东江腾电力集团有限公司,https://mp.weixin.qq.com/s/Z7Vg2ViEbKTj05N9ivGCsQ,https://s.51job.com/3VSYtv,/,有笔试,,,,
2026/05/26,中国铁路西安局集团有限公司,央国企,交通/物流/仓储,车务操作技能岗位;客运操作技能岗位;货运操作技能岗位;机务乘务操作技能岗位;机务检修操作技能岗位;车辆检修操作技能岗位;工务操作技能岗位;电务操作技能岗位;供电操作技能岗位;房建操作技能岗位;经营开发操作技能岗位;财务专业技术岗位;法律专业技术岗位;信息技术专业技术岗位;党校教学专业技术岗位;卫生防疫专业技术岗位,"安康, 宝鸡, 延安, 晋城, 榆林, 汉中, 西安, 铜川",2026-06-02,"2025, 2026届","本科, 硕士, 博士",春招专场,中国铁路西安局集团有限公司,https://rczp.china-railway.com.cn/page/platform/company_info_del.html?parentId=325&jmetazpxxid=11274,https://rczp.china-railway.com.cn/page/platform/company_info_del.html?parentId=325&jmetazpxxid=11274,"各岗位专业要求不同,具体详见对应岗位说明",有笔试,,,,
2026/05/26,乐其集团,民企,贸易/批发/零售,AI Agent交付产品（校招）;AI算法工程师（校招）;AI应用开发工程师;AI产品经理;运营专员,"上海, 东莞, 北京, 广州, 杭州, 盐城",尽快投递,2026届,"本科, 硕士, 博士",春招专场,Leqee乐在其中,https://mp.weixin.qq.com/s/ZcuEhtI6BbcXPThPfQV-5w,https://mp.weixin.qq.com/s/ZcuEhtI6BbcXPThPfQV-5w,"计算机、人工智能、信息管理、数学、大数据等理工科专业,运营相关专业",/,,,,
2026/05/26,中石化江汉石油工程设计有限公司,央国企,房地产业/建筑业,智能低碳研究岗;智慧能源设计岗;AI及数智化岗,"武汉, 重庆",2026-05-31,2026届,"硕士, 博士",春招专场,中石化江汉设计公司,https://mp.weixin.qq.com/s/UGE37rHFEdD2JLcJ-YfTtw,https://job.sinopec.com/,智能低碳研究岗：控制科学与工程、储能科学与工程、新能源科学与工程、能源动力与化学工程、智能科学与技术、新能源材料与器件、资源循环利用工程、储能技术、清洁能源技术、动力工程、智能制造技术；智慧能源设计岗：太阳能技术与工程、检测技术与自动化装置、系统工程、模式识别与智能系统、导航、制导与控制、信息系统、海洋工程与能源及控制、船舶控制与能源测绘、环境感知与智能控制、港口利用、海洋测绘、船舶与海洋结构物设计制造、船舶工程、海洋工程；AI及数智化岗：智能信息处理、电力系统及其自动化、高电压与绝缘技术、电力电子与电力传动、通信与信息系统、信号与信息处理、计算机应用技术、计算机网络结构、人工智能、软件工程、信息技术等,有笔试,,,,
2026/05/26,阿里巴巴-虎鲸文娱集团,民企,文化/传媒/广告/体育,AI Agent优化工程师-训练/数据/评测;AI应用研发工程师;AI SRE;AI应用算法工程师;AI Infra 工程师;AI数据工程师;算法工程师-计算机图形/引擎;算法工程师-视频编码与处理;算法工程师-语音多模态大模型;算法工程师-大语言模型;算法工程师-多模态;算法工程师-搜索推荐;算法工程师-AI Agent;算法工程师-深度学习;算法工程师-机器学习;算法工程师-大模型应用;测试开发工程师;测试开发工程师;客户端开发工程师Android;客户端开发工程师鸿蒙;客户端开发工程师iOS;数据研发工程师;动漫制片人;淘麦郎-研发工程师JAVA,"上海, 北京, 杭州, 西安",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",优酷招聘,https://mp.weixin.qq.com/s/cTLocgSFUvrJ82k6cQ37Vg,https://campus-talent.alibaba.com/campus/position?batchId=100000540002&filterParams=%7B%22customDept%22%3A%5B%22Z3LCXO%22%2C%22L38HG1%22%5D%7D,/,/,,,,
2026/05/26,杭州市益次方社会工作服务中心,社会组织,政府/机构/组织,"实习生（公益活动策划,活动执行）",杭州,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",益次方社会工作服务中心,https://mp.weixin.qq.com/s/VGayugi_U5QsWMWn3FPW5w,https://mp.weixin.qq.com/s/VGayugi_U5QsWMWn3FPW5w,社会工作、新闻传播专业优先,/,,,,
2026/05/26,宝洁,外企,快速消费品,校园寻「宝」家,全国多地,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士",秋招提前批,宝洁招聘,https://mp.weixin.qq.com/s/n6u0SE9GemafGvmm8gMZSg,https://mp.weixin.qq.com/s/n6u0SE9GemafGvmm8gMZSg,/,/,,,,
2026/05/26,3M中国,外企,机械/制造业,材料工程师;机械工程师;测试工程师;新能源电池工程师;售后技术支持工程师;市场营销专员;数据分析师,上海,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",3M中国,https://mp.weixin.qq.com/s/oZ0IL6E0roGDQn9O1NKN1Q,https://www.ajinga.com/auto-wechat-login/?origin_from=%2Fmobile-web-more-jobs%2F11702%2F&wx_login_key=company_id&wx_login_val=11702&code=091OiPkl2NUKKh4Tvmol2wIsyd2OiPkj&state=ajinga_wechat,材料科学、工程、机械、机电一体化、自动化、计算机、市场营销相关专业优先,/,,,,
2026/05/26,苏州大洋供应链集团,民企,交通/物流/仓储,国际实习生,苏州,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",大洋供应链集团,https://mp.weixin.qq.com/s/MncMeZ_-2bh0qAYyxJMClw,https://mp.weixin.qq.com/s/MncMeZ_-2bh0qAYyxJMClw,/,/,,,,
2026/05/26,沃尔风险管理,民企,商务服务业,实习生,长沙,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",沃尔风险管理,https://mp.weixin.qq.com/s/SSMidI0K--EL4o64I1unLQ,https://mp.weixin.qq.com/s/SSMidI0K--EL4o64I1unLQ,金融、保险专业优先,/,,,,
2026/05/26,庆阳市博物馆-社教部,事业单位,文化/传媒/广告/体育,宣传新媒体实习生,庆阳,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",庆阳市博物馆,https://mp.weixin.qq.com/s/CKz_gB-PJInEh-sg-HJing,https://mp.weixin.qq.com/s/CKz_gB-PJInEh-sg-HJing,新闻传媒、汉语言文学、视觉设计、文博类、旅游管理等相关专业,/,,,,
2026/05/26,西安绿天生物技术有限公司,民企,医疗/医药/生物,实习生,西安,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",西安联创生物医药孵化器,https://mp.weixin.qq.com/s/C_swMV8vnJhexs-FicSQVg,投递邮箱：xuexifeng@qq.com,天然产物化学、有机化学、生物技术、分子生物学、药学、化妆品科学及相关领域,/,,,,
2026/05/26,金田集团,民企,机械/制造业,校园大使,全国多地,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士",秋招提前批,金田招聘,https://mp.weixin.qq.com/s/OTFAFrM8m_Lc1UOPIFwsng,https://wecruit.hotjob.cn/SU663c2abe1eb8053acd9c0e34/mc/detail?postId=6a06dd90e49e0e559f6852e4&recruitType=campus&distance=0,/,/,,,,
2026/05/26,小红书,民企,IT/互联网/游戏,技术品牌实习生;媒体合作实习生;校园传播实习生;社区运营实习生,上海,2026-06-05,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",小红书招聘,https://mp.weixin.qq.com/s/0w2cJw4kmoQtaeArp90-uA,https://redebuilt.cn/,"技术品牌方向要求理工科背景,媒体合作方向要求新闻/广电/中文背景,其余方向未明确",/,,,,
2026/05/26,高顿教育,民企,教育/培训/科研,线上运营实习;活动策划执行实习;渠道搭建实习,上海,尽快投递,"2027, 2028, 2029届","本科, 硕士, 博士",暑期实习,高顿上海财经联盟,https://mp.weixin.qq.com/s/oV0X3ASh5A2LmIvlQWUn0w,https://jsj.gaodun.com/f/vpTcd0,"专业不限,财会商科专业优先",/,,,,
2026/05/26,砀山县融媒体中心,事业单位,文化/传媒/广告/体育,新闻采编实习生;播音主持实习生;新媒体运营实习生;视频制作实习生;广告策划实习生,宿州,2026-06-21,"2027, 2028, 2029届","本科, 硕士, 博士","实习, 暑期实习",砀山广播电视台,https://mp.weixin.qq.com/s/9dfUskZ6stNmz9sWeGXYwg,https://mp.weixin.qq.com/s/9dfUskZ6stNmz9sWeGXYwg,"新闻传播学、广播电视学、网络与新媒体、影视制作、播音与主持艺术、表（导）演、摄影摄像等相关专业优先,同等条件下砀山籍学生优先",/,,,,
2026/05/26,中邮保险,央国企,金融业,科技创新类 经营企划类 产品精算类 运营管理类 财会审计类 党建纪检类 投资管理类 风控合规类 职能管理类,北京,2026-06-30,2027届,"本科, 硕士, 博士",暑期实习,中邮保险,https://zybxsxs2026.zhaopin.com/?sessionid=,https://zybxsxs2026.zhaopin.com/job/index.html,经济学、管理学、工学、法学、文学、理学、医学等相关专业,/,,,,
2026/05/26,三环集团,民企,通信/电子/半导体,研发类（材料研发-无机/有机/浆料/金属方向、AI+有机、AI+燃料电池）;机电类（非标机械设计、自动化应用开发、机器视觉应用开发、热工模拟设计、热工结构设计）,"南充, 德阳, 成都, 深圳, 潮州, 苏州",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,CCTC三环招聘,https://mp.weixin.qq.com/s/9TNmRldGScAr6Y1ALYKl-g,https://hr.cctc.cc/school,/,/,,,,
